"statementText","ProlificID","click_rating","share_rating","agreement_rating","Educational.Level","DemRep_C_num","Ideology_econ_num","Ideology_soc_num","ideology","income_num","gender","Household","AttentionCheck2","top25pre","bottom25pre","lower25pre","upper25pre","top25post","bottom25post","lower25post","upper25post","inequality_subj_1","inequality_pol_1","inequality_luck_1_1","inequality_subj_2","inequality_pol_2","inequality_luck_2_1","item_nr","condition"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","6609619feb79146b62811775",6,3,4,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,26,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","6609619feb79146b62811775",7,6,6,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,76,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","6609619feb79146b62811775",4,3,5,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,44,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","6609619feb79146b62811775",6,5,5,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,70,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","6609619feb79146b62811775",6,5,6,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,50,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","6609619feb79146b62811775",5,4,5,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,2,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","6609619feb79146b62811775",7,5,7,"Associate degree in college (2-year)",-3,-2,-2,-2,4,"Male",3,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,6,3,7,6,2,92,"flipped"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","67c7e250b3d28dd21344b3ce",5,4,7,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,21,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","67c7e250b3d28dd21344b3ce",4,4,2,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,36,"original"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","67c7e250b3d28dd21344b3ce",5,5,4,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,103,"original"
"Voter turnout in metro Atlanta differs by region, race and income","67c7e250b3d28dd21344b3ce",6,5,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,70,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","67c7e250b3d28dd21344b3ce",3,3,2,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,95,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","67c7e250b3d28dd21344b3ce",6,5,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,16,"original"
"Can Low Interest Rates Drive Inequality?","67c7e250b3d28dd21344b3ce",5,3,5,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,26,"original"
"How can we understand wealth inequality across countries?","67c7e250b3d28dd21344b3ce",6,5,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,3,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","67c7e250b3d28dd21344b3ce",7,6,7,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,76,"original"
"Global Wealth Report 2024","67c7e250b3d28dd21344b3ce",6,6,7,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,5,"original"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","67c7e250b3d28dd21344b3ce",7,6,7,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,50,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","67c7e250b3d28dd21344b3ce",5,5,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,31,"flipped"
"Is the US Really the Most Unequal Major Country?","67c7e250b3d28dd21344b3ce",6,6,7,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,23,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","67c7e250b3d28dd21344b3ce",7,6,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,2,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","67c7e250b3d28dd21344b3ce",5,4,4,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,65,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","67c7e250b3d28dd21344b3ce",7,6,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,15,"flipped"
"Report Highlights Racial Wealth Gap in US Tax System","67c7e250b3d28dd21344b3ce",7,6,7,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,1,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","67c7e250b3d28dd21344b3ce",6,5,6,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,34,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","67c7e250b3d28dd21344b3ce",5,4,5,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,92,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","67c7e250b3d28dd21344b3ce",1,2,3,"Bachelor's degree in college (4-year)",-1,0,0,0,2,"Male",1,"Not at all interested,Extremely interested",85,1,4,10,80,5,5,10,7,7,3,7,7,2,44,"flipped"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","67e7163bd80f77d7cfb481d9",4,4,3,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,103,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","67e7163bd80f77d7cfb481d9",6,6,7,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,1,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","67e7163bd80f77d7cfb481d9",3,4,3,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,76,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","67e7163bd80f77d7cfb481d9",7,7,7,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,92,"original"
"The Paradox Of Progress For Black Americans","67e7163bd80f77d7cfb481d9",5,6,5,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,34,"original"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,21,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","67e7163bd80f77d7cfb481d9",5,5,5,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,50,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,16,"original"
"Can Low Interest Rates Drive Inequality?","67e7163bd80f77d7cfb481d9",7,7,7,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,26,"original"
"2024: A Defining Election For Black Rights And Economic Equality","67e7163bd80f77d7cfb481d9",5,5,4,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,31,"original"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,3,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,65,"flipped"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,36,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,15,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","67e7163bd80f77d7cfb481d9",5,5,5,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,44,"flipped"
"Is the US Really the Most Unequal Major Country?","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,23,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,5,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","67e7163bd80f77d7cfb481d9",7,7,7,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,2,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,70,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","67e7163bd80f77d7cfb481d9",6,6,6,"Master's degree",2,1,1,1,NA,"Male",5,"Not at all interested,Extremely interested",80,3,7,10,80,3,7,10,7,7,5,7,7,5,95,"flipped"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","6686b14f080dac40e2e2b3c8",5,2,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,1,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","6686b14f080dac40e2e2b3c8",6,4,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,92,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","6686b14f080dac40e2e2b3c8",5,2,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,44,"original"
"Voter turnout in metro Atlanta differs by region, race and income","6686b14f080dac40e2e2b3c8",2,1,2,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,70,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","6686b14f080dac40e2e2b3c8",7,5,6,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,16,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","6686b14f080dac40e2e2b3c8",6,3,6,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,65,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","6686b14f080dac40e2e2b3c8",1,1,1,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,36,"original"
"2024: A Defining Election For Black Rights And Economic Equality","6686b14f080dac40e2e2b3c8",1,3,1,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,31,"original"
"Bernie Sanders 2020: Is US inequality the highest?","6686b14f080dac40e2e2b3c8",1,1,1,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,23,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","6686b14f080dac40e2e2b3c8",4,2,4,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,95,"original"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","6686b14f080dac40e2e2b3c8",2,3,2,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,26,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","6686b14f080dac40e2e2b3c8",5,4,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,5,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","6686b14f080dac40e2e2b3c8",6,3,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,34,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","6686b14f080dac40e2e2b3c8",5,3,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,21,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","6686b14f080dac40e2e2b3c8",7,5,7,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,2,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","6686b14f080dac40e2e2b3c8",2,3,2,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,15,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","6686b14f080dac40e2e2b3c8",2,3,2,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,50,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","6686b14f080dac40e2e2b3c8",5,3,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,76,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","6686b14f080dac40e2e2b3c8",6,4,5,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,3,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","6686b14f080dac40e2e2b3c8",1,1,1,"Bachelor's degree in college (4-year)",-1,-1,-1,-1,1,"Male",2,"Not at all interested,Extremely interested",90,0,3,7,80,0,5,15,7,6,7,7,6,6,103,"flipped"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","67ef6e8e9bfc15c060497365",3,4,4,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,92,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","67ef6e8e9bfc15c060497365",4,5,5,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,44,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","67ef6e8e9bfc15c060497365",6,5,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,1,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","67ef6e8e9bfc15c060497365",5,6,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,65,"original"
"2024: A Defining Election For Black Rights And Economic Equality","67ef6e8e9bfc15c060497365",4,5,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,31,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","67ef6e8e9bfc15c060497365",5,6,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,95,"original"
"Voter turnout in metro Atlanta differs by region, race and income","67ef6e8e9bfc15c060497365",6,7,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,70,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","67ef6e8e9bfc15c060497365",4,6,4,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,16,"original"
"Global Wealth Report 2024","67ef6e8e9bfc15c060497365",4,5,7,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,5,"original"
"The Paradox Of Progress For Black Americans","67ef6e8e9bfc15c060497365",7,6,7,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,34,"original"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","67ef6e8e9bfc15c060497365",6,5,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,21,"flipped"
"Is the US Really the Most Unequal Major Country?","67ef6e8e9bfc15c060497365",2,2,3,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,23,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","67ef6e8e9bfc15c060497365",3,4,3,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,26,"flipped"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","67ef6e8e9bfc15c060497365",5,4,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,36,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","67ef6e8e9bfc15c060497365",6,6,5,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,15,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","67ef6e8e9bfc15c060497365",3,4,4,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,76,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","67ef6e8e9bfc15c060497365",6,5,6,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,103,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","67ef6e8e9bfc15c060497365",4,3,5,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,2,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","67ef6e8e9bfc15c060497365",4,5,3,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,3,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","67ef6e8e9bfc15c060497365",4,3,5,"Master's degree",2,2,2,2,NA,"Male",6,"Not at all interested",25,15,25,35,28,22,19,31,5,7,6,5,6,6,50,"flipped"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","63c5c3192e709e19fc67d5dd",6,1,4,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,36,"original"
"Can Low Interest Rates Drive Inequality?","63c5c3192e709e19fc67d5dd",2,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,26,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","63c5c3192e709e19fc67d5dd",7,1,3,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,92,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,44,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","63c5c3192e709e19fc67d5dd",4,1,2,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,50,"original"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,103,"original"
"Bernie Sanders 2020: Is US inequality the highest?","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,23,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,16,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,95,"original"
"How can we understand wealth inequality across countries?","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,3,"original"
"Report Highlights Racial Wealth Gap in US Tax System","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,1,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,65,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,70,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,15,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,5,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,2,"flipped"
